timestamp (UTC),Sun duration_time (8deec177-31e4-4885-a185-4bb20c701fd0)
2021-05-26 00:48:00.323,60.214725999998336
2021-05-26 00:49:00.558,53568.0
2021-05-27 00:49:00.414,59.998092000001634
2021-05-27 00:50:00.452,53568.0
2021-06-04 03:27:13.232,37472.885806
2021-06-05 00:55:00.490,53568.0
2021-06-06 00:55:00.526,59.867496999999275
2021-06-06 00:56:00.422,53568.0
2021-06-07 00:56:00.515,53568.0
2021-06-08 00:56:00.511,59.886108999999124
2021-06-08 00:57:00.398,50719.70199
2021-06-10 21:52:49.261,11111.303980999997
2021-06-11 00:58:00.565,51184.101997
2021-06-12 00:58:00.553,59.893647999997484
2021-06-12 00:59:00.492,53568.0
2021-06-13 00:59:00.325,53568.0
2021-06-14 23:14:40.602,48704.04922
2021-06-17 05:09:25.852,31892.781917
2021-06-19 04:10:15.803,44770.351115
2021-06-20 01:01:00.352,60.14932399999816
2021-06-20 01:02:00.501,19596.416452999998
2021-06-21 01:02:00.385,46595.780086
2021-06-22 01:02:00.381,48317.186923
2021-06-23 01:02:00.453,52836.971267
2021-06-24 01:02:00.490,51164.967534
2021-06-25 01:02:00.332,60.14160499999707
2021-06-25 01:03:00.477,53568.0
2021-06-25 21:56:20.024,441.000148
2021-07-22 23:40:12.541,52123.686724
2021-07-25 19:34:24.360,20537.515157
2021-07-27 01:08:00.315,52228.326272
2021-07-28 01:08:00.387,18000.0
2021-07-29 01:07:00.246,21600.0
2021-07-30 01:06:00.426,21600.0
2021-07-31 01:06:00.492,21600.0
2021-08-01 01:05:00.448,21600.0
2021-08-14 15:12:33.323,25.06558600000062
2021-08-14 20:24:07.379,540.906188
2022-03-21 00:13:00.369,21600.0
2022-03-22 00:13:00.572,21600.0
2022-03-23 00:13:00.271,60.04311999999845
2022-03-23 00:14:00.328,21600.0
